Transaction ID,TimeStamp,Amount,Customer ID,Payment Method
999261,1698617917,1759.69,5655,PayPal
785175,1690195733,1237.34,11738,PayPal
731665,1695778565,1644.61,11167,Google Pay
330716,1681465168,923.89,8895,Google Pay
550474,1686770039,1192.04,12054,Credit Card
186964,1689618297,924.41,6303,Google Pay
470966,1698413149,219.55,9132,Credit Card
506664,1700788528,495.85,7131,PayPal
137670,1679971721,1105.72,11600,Debit Card
984131,1700374385,1159.73,6515,Google Pay
315042,1688781490,458.28,13868,Google Pay
191673,1705218246,1855.4,12710,PayPal
211890,1682925876,737.0,10517,Google Pay
766286,1680852776,1374.65,12527,PayPal
974065,1693946725,1050.41,13917,Google Pay
965618,1691404096,1599.77,11044,PayPal
123751,1687092337,519.85,13176,PayPal
629456,1700560064,220.61,13458,Debit Card
297877,1706534996,1148.14,5745,Google Pay
973434,1703855591,535.05,8593,Debit Card
860361,1705092605,207.48,6752,Google Pay
339947,1684224039,1850.94,8925,Credit Card
750640,1703271036,786.57,12683,Credit Card
694781,1701816893,612.68,8802,Google Pay
664478,1706127005,1860.35,6877,Google Pay
931899,1706515865,1168.46,9195,Debit Card
400187,1693907118,1225.02,6036,Google Pay
190071,1697213472,430.84,11808,PayPal
505228,1694220377,1113.1,8180,Debit Card
690819,1683418650,752.51,12087,Google Pay
719939,1705534132,1938.39,10848,Debit Card
750957,1682839680,953.72,11608,Google Pay
614670,1692671241,1203.69,6545,Debit Card
921656,1683074418,1197.21,7446,Debit Card
442632,1692969752,825.77,9421,Credit Card
330194,1690115225,1857.11,11603,PayPal
854534,1685210146,252.38,11133,Credit Card
116024,1695078308,859.76,7236,PayPal
692342,1696303725,1200.23,13969,Debit Card
497050,1677436990,281.12,13078,Debit Card
907053,1698876305,213.97,8497,Google Pay
848560,1680500385,1471.56,6803,Credit Card
149050,1691703314,1788.16,11569,Google Pay
547997,1700415806,621.97,8779,Google Pay
247731,1681964843,312.27,12844,Google Pay
705266,1704351018,1144.25,13850,Debit Card
805508,1697385898,624.33,5941,Google Pay
579640,1707829449,535.49,11122,Credit Card
171825,1690183461,699.94,8782,Debit Card
552489,1695347163,741.56,7252,Credit Card
994705,1695781755,1907.88,10723,Debit Card
840628,1688725740,607.62,12857,Credit Card
783323,1700455698,201.89,12427,Debit Card
679826,1683419380,960.77,10280,Credit Card
404183,1687847634,363.49,8266,Credit Card
269201,1703068497,666.41,10472,Debit Card
824475,1683468337,1722.06,8886,PayPal
116777,1698736803,37.39,8434,PayPal
150636,1684628338,1672.5,8089,PayPal
563846,1684860016,145.31,6838,Google Pay
424182,1678025758,96.65,12295,Google Pay
720270,1679641410,1674.65,13994,Google Pay
292923,1686944790,1918.71,11301,Google Pay
329694,1702879255,394.88,8277,Google Pay
524851,1690195959,1090.34,5156,PayPal
588034,1686726535,1214.34,11646,Google Pay
963491,1685124050,1576.14,13794,Credit Card
195043,1677558950,657.42,6124,PayPal
352358,1686213631,1713.79,8861,PayPal
346451,1706290833,1836.41,6714,Debit Card
105500,1702947616,114.8,9563,Google Pay
260616,1682547858,987.41,10492,Google Pay
970219,1693805922,716.02,7159,PayPal
667613,1695926988,1508.32,9703,PayPal
505202,1706860589,174.74,6097,Debit Card
139954,1689866517,1166.44,5484,Credit Card
171938,1693804367,1145.58,7535,Credit Card
662878,1693310180,958.68,8254,Debit Card
815203,1685297394,1454.6,13290,Credit Card
283031,1682775276,1913.93,13613,PayPal
793506,1684002547,281.34,12269,Credit Card
872003,1702160482,1157.16,9504,Debit Card
589744,1693591329,1434.04,7956,Debit Card
414195,1682838104,854.25,12307,Debit Card
526502,1688178112,1653.96,11070,Google Pay
197531,1680483190,1058.42,6008,Debit Card
203217,1678569865,1034.56,5102,Credit Card
942095,1707255188,518.57,11287,Credit Card
814412,1701832035,1987.26,10683,PayPal
457634,1688154921,194.68,10800,PayPal
761036,1700915443,773.98,6673,Credit Card
199098,1689099507,1751.74,11375,Credit Card
628313,1681761743,646.01,11609,Debit Card
259254,1690956823,1238.98,11533,Credit Card
414687,1683243723,1508.94,12951,Debit Card
451219,1687504353,1763.91,7933,PayPal
996278,1706851892,698.85,6712,Debit Card
582327,1695812488,1095.3,7696,Google Pay
562864,1704993193,1899.11,12092,Google Pay
145372,1685095847,396.94,13974,PayPal
529729,1682984133,1716.38,11578,Credit Card
196333,1680089022,383.67,13399,Google Pay
935392,1701173840,618.47,9878,PayPal
553156,1682444753,1114.35,5598,Debit Card
302591,1692986505,577.81,7959,Debit Card
745574,1700114545,1008.72,10885,PayPal
388566,1692995684,794.73,5148,Google Pay
143620,1685526166,1766.74,5408,Debit Card
472211,1696192262,1048.56,6947,Debit Card
844870,1701946306,1223.98,12954,Debit Card
401755,1701388617,1984.13,11448,Google Pay
980050,1699462915,335.96,13159,Credit Card
986981,1680782891,1420.46,6914,PayPal
694223,1695735306,861.22,13202,Credit Card
149530,1696091861,916.65,5382,Credit Card
812410,1702908936,1781.81,11733,Google Pay
287938,1683741117,653.76,5230,Debit Card
632483,1690221221,1594.66,6789,Credit Card
555586,1703236119,583.14,11398,PayPal
738123,1687775978,1619.36,9496,Google Pay
463948,1706051944,1046.31,10071,Google Pay
894429,1707983240,584.03,10560,Debit Card
845228,1706314142,403.47,9934,Debit Card
680895,1686155114,719.69,11186,Credit Card
220718,1689637646,1520.71,10910,PayPal
786120,1681062405,983.28,13608,Debit Card
707773,1704541116,1754.04,11956,Google Pay
986931,1698961854,1814.11,8085,PayPal
355190,1697120112,1871.55,7027,Credit Card
431319,1689056132,1648.86,8351,Credit Card
449703,1708243834,1046.94,9792,Credit Card
763418,1703336926,1136.35,6848,Credit Card
813981,1693357189,283.38,5981,Google Pay
329503,1685525738,1871.16,12167,Debit Card
444507,1685732019,798.61,12490,PayPal
974281,1707834126,792.69,7451,PayPal
211173,1696735654,819.25,6187,Google Pay
709676,1697780600,664.26,11032,Credit Card
666256,1681918348,702.91,8947,Credit Card
495963,1704916753,1066.19,9637,Credit Card
369616,1693753251,1926.59,12173,Debit Card
474779,1708096098,328.48,7754,Google Pay
819824,1700490339,1724.09,5388,Credit Card
906554,1704849491,1898.29,7867,PayPal
688973,1695294155,1601.91,13286,Debit Card
734296,1687234611,1544.63,12378,Credit Card
460762,1698566351,1733.32,8274,PayPal
379917,1690233866,316.19,7081,Debit Card
231624,1698402434,998.32,12180,Google Pay
203950,1692425857,138.77,12115,Google Pay
592696,1693305195,158.78,6032,Credit Card
286547,1700391075,1910.24,6498,PayPal
966175,1707587460,1311.04,10923,Debit Card
263842,1691279312,500.94,9948,Credit Card
517945,1683217212,1856.73,6319,Google Pay
714522,1693035159,1802.74,6121,Debit Card
390047,1681721219,1010.54,11867,Credit Card
264172,1682004609,1324.56,8022,Credit Card
681943,1688788515,667.2,13679,Debit Card
366813,1698580276,764.17,8749,Debit Card
261146,1687783900,891.77,13191,Google Pay
857457,1690993361,1100.03,10348,Credit Card
631004,1677160282,221.28,6803,Debit Card
286796,1691475049,555.3,10144,Debit Card
991874,1677021904,1938.12,8546,Credit Card
938516,1689337844,308.21,7906,Debit Card
861169,1689108990,723.03,8162,Debit Card
733516,1679450311,1884.99,9795,Google Pay
454225,1693468429,883.03,9650,PayPal
817959,1691737515,282.75,9933,Credit Card
764818,1691525470,1455.09,6516,Google Pay
743658,1684849450,144.55,12992,PayPal
748781,1687766034,1924.02,7592,Google Pay
237491,1692272522,89.69,7465,Credit Card
852290,1700263032,1053.65,5386,Debit Card
988040,1707478150,193.7,6737,PayPal
844828,1677602481,673.53,7854,PayPal
176994,1681515881,1507.71,10331,Credit Card
616518,1690304222,1504.2,11743,PayPal
307322,1677328312,750.76,12096,Google Pay
867000,1680344134,1232.82,7284,Google Pay
297107,1680634770,345.68,11442,Credit Card
100320,1704649047,366.64,12857,Credit Card
997193,1701031362,1922.41,10747,Credit Card
642983,1699373746,461.7,6848,Debit Card
476183,1704790582,1489.33,6147,PayPal
161954,1685975540,1660.89,9408,PayPal
558632,1701324337,450.74,8656,Debit Card
668744,1678044439,1782.65,8379,Debit Card
334507,1708359854,1839.08,8255,Google Pay
345533,1682104095,1463.73,11568,Debit Card
257530,1689680757,1073.33,7090,PayPal
175559,1678401737,1446.91,11006,Google Pay
271443,1691581036,1523.38,8676,Google Pay
375592,1692730510,995.95,11054,Google Pay
750148,1685591707,979.84,7152,Google Pay
962473,1683776172,170.77,9057,Debit Card
794658,1689850135,635.06,12443,PayPal
780047,1707336341,765.39,8016,Debit Card
581889,1681133488,1432.11,7531,Google Pay
153224,1697640363,1138.86,10812,PayPal
872425,1700169381,280.6,5580,Debit Card
284758,1705164739,352.91,9618,Google Pay
844414,1700668548,1802.09,12023,Debit Card
240105,1681770136,1056.11,8010,Google Pay
343896,1704035574,215.48,10487,Google Pay
483316,1685922745,949.43,13458,Credit Card
392648,1701546194,1613.88,11740,Debit Card
422610,1685164821,1582.49,8367,Google Pay
869648,1701120527,308.21,11412,Google Pay
286716,1678032630,1221.02,5236,Debit Card
663995,1691100017,749.73,9390,PayPal
344538,1700912837,947.49,9914,PayPal
318482,1680749313,1495.19,7760,Debit Card
220560,1699414924,890.1,5116,Credit Card
515823,1684425329,1813.07,9618,PayPal
212203,1685614366,1014.19,13743,PayPal
368104,1704347913,829.25,11149,Google Pay
485305,1699911916,1988.14,7265,Credit Card
918741,1695503131,1181.86,11683,Google Pay
371943,1681032446,1171.27,7010,Credit Card
382825,1680016370,1335.27,6517,Credit Card
668813,1691354816,988.59,11528,Google Pay
344449,1703382155,296.01,9979,Google Pay
315548,1706102200,248.04,5604,Credit Card
562315,1708167943,807.32,12459,Google Pay
205803,1688918555,405.77,10972,Debit Card
857439,1681894256,1799.06,13287,PayPal
986213,1695277670,423.34,12979,Credit Card
530308,1683293346,1980.18,12868,Debit Card
512551,1688583624,984.51,11686,PayPal
157452,1694147915,1055.69,8563,PayPal
400828,1693121468,963.9,8155,Credit Card
452897,1704339520,1434.76,7638,PayPal
418669,1693958895,607.46,11998,Debit Card
685468,1680486225,1288.47,7291,Credit Card
604170,1689983864,1384.82,6459,Debit Card
369178,1676887894,1518.51,12311,Debit Card
252896,1694803345,462.81,6680,Debit Card
496402,1694505212,1190.45,11034,Google Pay
139523,1707416048,889.23,8410,PayPal
544492,1682657680,642.82,12644,Credit Card
659174,1694506796,980.66,8180,Credit Card
863628,1692725450,971.19,6885,Debit Card
549837,1689205169,503.97,10329,PayPal
332105,1690237656,1047.35,9810,Google Pay
251180,1695605529,1685.16,8570,Google Pay
672834,1685285507,429.79,12756,PayPal
646181,1700357132,77.56,7352,Credit Card
710940,1690044066,219.42,10925,PayPal
550082,1697164246,601.39,13287,Google Pay
144796,1696757706,611.82,5058,Google Pay
585539,1685972803,904.34,11910,PayPal
904868,1693288421,1314.93,5571,Credit Card
446067,1679892952,1836.1,6610,Debit Card
435183,1689385617,1238.98,7035,Debit Card
231320,1691364321,1128.24,12612,Debit Card
629026,1705644801,518.74,8007,Google Pay
934233,1693516150,1998.08,7264,Google Pay
347912,1701180057,854.37,8331,Credit Card
682116,1685428377,851.59,13225,Google Pay
789762,1698011199,326.64,13062,Credit Card
456868,1682782598,1790.3,11925,Credit Card
739220,1695006009,1643.18,9095,Debit Card
779123,1677356196,410.26,9170,PayPal
920170,1701282879,603.63,10863,Google Pay
182960,1692044982,511.46,7441,PayPal
116100,1704819835,40.69,9027,PayPal
732714,1695726182,1625.48,9032,Google Pay
927974,1704148651,1086.04,8838,PayPal
919016,1698196774,1868.32,11629,Google Pay
695814,1687154105,593.73,10553,Google Pay
166738,1692901830,830.9,9996,Google Pay
171944,1698234714,1939.02,11649,PayPal
858846,1707365040,1103.07,5153,Credit Card
902917,1701274657,714.86,7017,Credit Card
681122,1698455420,1051.25,13668,Google Pay
147725,1704437140,1763.91,8075,PayPal
155108,1677543605,1175.27,9979,Debit Card
212539,1683275449,1779.41,12154,Debit Card
915431,1703494408,1978.66,6700,Credit Card
788939,1706293583,370.13,11624,Credit Card
156199,1704178238,759.81,13675,Google Pay
333178,1678243910,942.32,9561,PayPal
144388,1684163169,1337.16,5797,PayPal
523167,1680751872,1557.44,7280,Google Pay
280784,1706665689,787.06,12741,Google Pay
351567,1681413954,759.96,6279,PayPal
582617,1682118125,719.41,10716,Debit Card
894804,1687469804,873.37,6471,Google Pay
257225,1692643489,996.04,8062,Credit Card
208837,1700857716,1938.07,5840,Google Pay
191684,1679441657,201.06,8998,Credit Card
995920,1682256386,1112.89,10193,Google Pay
742576,1703839504,1990.72,12999,Credit Card
906782,1699607866,1071.52,9024,PayPal
850133,1679162702,1369.78,13172,Google Pay
174458,1689450253,1958.89,6689,Debit Card
926719,1705732353,1060.69,5277,PayPal
641812,1700850254,498.1,7666,Debit Card
650995,1707058650,719.85,11965,PayPal
339112,1692691908,1319.86,11908,PayPal
225344,1687671665,206.03,8545,Credit Card
918824,1705121386,1683.17,5507,Credit Card
753877,1706956508,1654.21,11303,PayPal
431339,1687158859,1220.96,9368,PayPal
163211,1692044922,98.68,5041,Credit Card
161488,1689447506,390.93,5147,Debit Card
173710,1690403786,1741.62,11985,PayPal
337087,1704995190,401.19,13509,Credit Card
710422,1696289664,867.78,10384,Credit Card
840729,1684579197,1661.98,10078,Credit Card
656579,1698132207,493.23,10064,Credit Card
363903,1705586458,769.57,12418,Debit Card
197090,1679202427,835.95,13278,Debit Card
896734,1701319874,599.34,5310,Debit Card
842722,1683764259,1476.98,13551,PayPal
142546,1681659907,1686.27,11700,Google Pay
161275,1693845453,1280.72,5662,Debit Card
957601,1697567328,459.49,11573,Debit Card
636549,1693125911,1463.56,7950,Google Pay
634836,1704658144,677.34,8820,PayPal
482941,1684918208,1164.39,9570,Debit Card
888358,1687998076,1588.06,8055,Google Pay
432690,1678718898,1722.77,10447,PayPal
209276,1681675665,401.13,11242,Google Pay
833316,1706701272,592.2,12107,Credit Card
611675,1689483460,598.25,13343,PayPal
442282,1694462549,645.89,5816,PayPal
551108,1700032543,1031.92,13351,PayPal
112224,1697923187,1853.73,8108,Google Pay
997309,1702869157,735.24,5696,Debit Card
777044,1685846799,1640.3,5921,Debit Card
621770,1684849801,673.51,9579,Debit Card
452030,1692598971,405.15,5976,Credit Card
870908,1691446863,1765.89,13384,PayPal
771554,1683504845,669.69,13338,Credit Card
969077,1694624270,1610.76,8123,PayPal
131870,1695251647,810.67,13781,Debit Card
143303,1693728593,206.55,11724,PayPal
303815,1685099598,622.53,11914,Debit Card
863379,1703649850,1512.29,6938,PayPal
405012,1686845203,581.83,8803,Credit Card
498094,1680267629,124.0,10425,Credit Card
946498,1705446595,1943.26,10817,Debit Card
582281,1705557197,436.9,12716,Debit Card
467390,1682155314,906.18,8502,Google Pay
547912,1683676447,1085.64,13319,Debit Card
847844,1702998059,1391.16,11988,Debit Card
245550,1693951061,521.39,11720,PayPal
912406,1691522795,1342.6,6960,Debit Card
954332,1705126927,1767.44,5911,Credit Card
439765,1704863183,464.93,13839,Debit Card
548600,1707812408,27.03,5428,Google Pay
837099,1684684576,1273.1,11667,Credit Card
705260,1688299214,1195.15,8524,Credit Card
853969,1679970633,1530.78,9590,Debit Card
201993,1690007916,1473.32,12929,Debit Card
686615,1698102242,220.78,11986,Google Pay
945555,1683068361,1894.92,8525,PayPal
702059,1688888615,499.94,6781,Credit Card
874449,1702095470,208.11,11735,PayPal
710014,1708018608,902.84,11013,Credit Card
449174,1682046954,1511.4,12359,Debit Card
479177,1694805520,1186.06,13973,Debit Card
224923,1696534853,959.19,13449,Debit Card
681899,1687084110,1790.67,5778,Debit Card
813935,1699916923,1376.44,5626,Google Pay
612778,1688852527,1572.56,8684,Google Pay
231519,1705504476,1640.25,7395,Debit Card
637336,1703876584,383.46,11307,Debit Card
303345,1704602362,1790.53,6150,Google Pay
318609,1698759527,81.71,9138,Debit Card
574348,1694816205,384.9,11543,Google Pay
302705,1696049157,946.93,8610,Google Pay
841900,1690719585,770.15,5510,Debit Card
434674,1679734302,589.71,5027,Google Pay
649135,1692818301,1344.46,11141,Google Pay
978478,1696183192,592.75,8671,Credit Card
213539,1676895726,1316.89,12507,PayPal
362184,1702527371,704.55,5852,PayPal
269910,1694394538,1813.67,5727,PayPal
158604,1708291413,1112.56,12180,PayPal
693756,1706432282,361.97,5421,Google Pay
107414,1683171030,571.4,13390,Credit Card
905209,1686569378,801.81,10311,Google Pay
307328,1706529427,1081.56,12013,Debit Card
664106,1690793643,1843.6,10852,Credit Card
296435,1704281969,1301.6,6614,PayPal
499863,1680840265,1845.95,5979,PayPal
609749,1698268848,548.91,11562,Credit Card
938175,1680560775,338.81,9983,Debit Card
443021,1681711291,1775.46,8356,Debit Card
903291,1685238829,1989.69,11201,Google Pay
856368,1698660790,868.88,12847,Google Pay
495378,1688388269,1754.37,5095,Credit Card
680784,1704926536,1328.56,10997,Debit Card
285891,1677002016,1801.59,6575,Credit Card
907866,1692146178,1142.13,5280,Debit Card
627436,1679374493,1320.11,9098,Credit Card
377956,1683482476,1847.66,6295,PayPal
586062,1690078645,1559.88,13744,Google Pay
939144,1689340504,1763.11,9225,Credit Card
226321,1693394217,898.42,8109,Credit Card
391455,1696508259,782.2,11867,Debit Card
817839,1701864939,1016.45,5242,PayPal
278138,1692768938,1589.2,11492,Credit Card
590362,1697037955,226.09,8108,PayPal
978515,1686295546,1033.07,9091,Google Pay
786692,1704003670,500.51,9403,Google Pay
261222,1693547726,232.52,9105,Google Pay
302374,1691778157,804.52,13276,PayPal
749549,1684511022,1962.31,12986,Debit Card
896639,1684994553,973.3,12806,PayPal
569131,1702626576,1664.45,7864,Debit Card
128881,1693612557,1451.14,8762,Credit Card
392013,1688108650,1554.05,6966,Google Pay
490500,1691282645,277.11,6099,Debit Card
651419,1706427876,921.65,10167,Debit Card
540521,1694804787,981.18,8486,Credit Card
937914,1702885624,623.39,13948,Credit Card
494534,1679277424,1962.58,7178,Debit Card
850969,1676900594,1934.83,10055,PayPal
494039,1692369061,1301.42,7872,Debit Card
190190,1679624740,1283.81,7129,Credit Card
996838,1700985653,522.0,10629,Debit Card
971631,1693351302,1976.25,5654,Debit Card
471344,1693485656,1290.92,12826,Debit Card
478569,1706005274,623.98,13382,Credit Card
979335,1680611550,1959.71,6115,Credit Card
958715,1705656257,1710.76,12853,Google Pay
459688,1704688934,300.86,10454,PayPal
333234,1683711644,1904.76,12169,Credit Card
438869,1685688617,1372.77,5185,PayPal
797541,1678697597,1533.0,5428,PayPal
325116,1687618186,1026.58,6203,Debit Card
623292,1681282841,1988.86,8286,Credit Card
710282,1683362530,855.66,11250,Credit Card
902080,1695061699,1280.64,12617,Credit Card
341671,1688700493,179.22,7199,Debit Card
650276,1693853634,1279.05,10178,Debit Card
962344,1693176135,1171.73,11345,Credit Card
106328,1700900199,1112.26,7465,Google Pay
962496,1695449044,1251.76,12982,Google Pay
900062,1703239257,1664.1,13945,Credit Card
581312,1705187851,1759.87,11918,PayPal
528588,1691870902,1014.12,5926,Credit Card
474151,1678710291,1502.64,6438,Google Pay
768778,1681796162,124.73,7172,Google Pay
621186,1700713517,724.72,5698,PayPal
618662,1703955590,550.16,6818,PayPal
362268,1680308170,1282.45,10934,Debit Card
924061,1677927353,1484.52,6018,Credit Card
123940,1677710581,633.39,13813,Google Pay
782044,1682100559,1461.47,12697,Credit Card
746189,1684247404,743.35,12774,Google Pay
161898,1689922251,1961.6,6664,PayPal
286643,1708218247,1108.1,6952,Debit Card
503997,1707004414,695.41,10946,Google Pay
692094,1687765393,612.02,9298,Google Pay
395325,1677065094,1215.93,12552,Debit Card
902737,1692166119,801.85,11884,Debit Card
347410,1698686568,1422.61,6868,PayPal
985314,1681958798,1153.46,12058,Credit Card
786466,1697395095,1024.03,6013,PayPal
597540,1680356442,961.73,13555,Credit Card
341265,1679472705,1607.04,11355,Google Pay
890311,1690788843,986.3,13268,PayPal
370420,1679277540,983.58,9205,Credit Card
481419,1700414867,191.11,13406,Google Pay
225685,1678172656,1685.33,8361,Google Pay
952932,1680347725,122.57,11845,Credit Card
873860,1689292178,1386.02,5628,Debit Card
241381,1702911280,1157.7,7245,PayPal
947862,1693681242,638.25,8437,PayPal
264419,1693220389,1898.7,11716,Google Pay
382893,1693357392,1597.61,10720,Debit Card
342950,1685140086,664.52,10734,PayPal
965059,1705930340,1233.65,5164,Debit Card
783847,1695577678,1984.29,11275,Debit Card
391751,1689167495,1084.85,9072,Credit Card
284963,1683501476,1718.57,10512,PayPal
265506,1681902531,186.72,5962,Google Pay
565964,1697707554,187.01,12974,Debit Card
254743,1692509307,1100.63,13802,PayPal
128807,1679398506,1204.49,7401,Debit Card
501758,1694202424,1647.43,11860,Debit Card
706636,1698914791,809.88,13385,PayPal
851007,1695469078,1416.87,7434,Credit Card
272102,1684649606,133.6,7899,Credit Card
328156,1684014211,388.98,11124,Google Pay
949141,1680066701,1311.95,7466,Google Pay
509700,1689625812,289.96,12828,PayPal
503835,1701636733,635.46,13015,Credit Card
382856,1700137286,1960.13,11934,PayPal
902461,1694020517,1900.2,11260,Debit Card
766632,1687011271,1409.48,13213,Debit Card
148129,1682151825,1193.0,8539,Debit Card
